10/13/2014 23:06:02 [INFO] Starting to load clientlist.cdp
10/13/2014 23:06:02 [ERROR] Unidentified IO error occurred while loading
10/13/2014 23:06:07 [INFO] Adding user 060658811 to ClientList
10/13/2014 23:06:07 [INFO] Added user 060658811 at position 65
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 414153734 to ClientList
10/13/2014 23:06:07 [INFO] Added user 414153734 at position 66
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 872078857 to ClientList
10/13/2014 23:06:07 [INFO] Added user 872078857 at position 67
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 865877320 to ClientList
10/13/2014 23:06:07 [INFO] Added user 865877320 at position 68
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 027701620 to ClientList
10/13/2014 23:06:07 [INFO] Added user 027701620 at position 69
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 262017633 to ClientList
10/13/2014 23:06:07 [INFO] Added user 262017633 at position 70
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 175108443 to ClientList
10/13/2014 23:06:07 [INFO] Added user 175108443 at position 71
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 045064362 to ClientList
10/13/2014 23:06:07 [INFO] Added user 045064362 at position 72
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 772316718 to ClientList
10/13/2014 23:06:07 [INFO] Added user 772316718 at position 73
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 066732056 to ClientList
10/13/2014 23:06:07 [INFO] Added user 066732056 at position 74
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 254826868 to ClientList
10/13/2014 23:06:07 [INFO] Added user 254826868 at position 75
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 845720785 to ClientList
10/13/2014 23:06:07 [INFO] Added user 845720785 at position 76
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 144783325 to ClientList
10/13/2014 23:06:07 [INFO] Added user 144783325 at position 77
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 232100537 to ClientList
10/13/2014 23:06:07 [INFO] Added user 232100537 at position 78
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 125003238 to ClientList
10/13/2014 23:06:07 [INFO] Added user 125003238 at position 79
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 460003584 to ClientList
10/13/2014 23:06:07 [INFO] Added user 460003584 at position 80
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 157380747 to ClientList
10/13/2014 23:06:07 [INFO] Added user 157380747 at position 81
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 221780551 to ClientList
10/13/2014 23:06:07 [INFO] Added user 221780551 at position 82
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 741678434 to ClientList
10/13/2014 23:06:07 [INFO] Added user 741678434 at position 83
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 653060867 to ClientList
10/13/2014 23:06:07 [INFO] Added user 653060867 at position 84
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 378043365 to ClientList
10/13/2014 23:06:07 [INFO] Added user 378043365 at position 85
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 362331357 to ClientList
10/13/2014 23:06:07 [INFO] Added user 362331357 at position 86
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 523377614 to ClientList
10/13/2014 23:06:07 [INFO] Added user 523377614 at position 87
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 316723535 to ClientList
10/13/2014 23:06:07 [INFO] Added user 316723535 at position 88
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 662515552 to ClientList
10/13/2014 23:06:07 [INFO] Added user 662515552 at position 89
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 876201666 to ClientList
10/13/2014 23:06:07 [INFO] Added user 876201666 at position 90
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 865372561 to ClientList
10/13/2014 23:06:07 [INFO] Added user 865372561 at position 91
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 651332555 to ClientList
10/13/2014 23:06:07 [INFO] Added user 651332555 at position 92
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 273766308 to ClientList
10/13/2014 23:06:07 [INFO] Added user 273766308 at position 93
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 363743652 to ClientList
10/13/2014 23:06:07 [INFO] Added user 363743652 at position 94
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 852865227 to ClientList
10/13/2014 23:06:07 [INFO] Added user 852865227 at position 95
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 845478050 to ClientList
10/13/2014 23:06:07 [INFO] Added user 845478050 at position 96
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 762420803 to ClientList
10/13/2014 23:06:07 [INFO] Added user 762420803 at position 97
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 475240414 to ClientList
10/13/2014 23:06:07 [INFO] Added user 475240414 at position 98
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 333005618 to ClientList
10/13/2014 23:06:07 [INFO] Added user 333005618 at position 99
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 117706842 to ClientList
10/13/2014 23:06:07 [INFO] Added user 117706842 at position 100
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 607600620 to ClientList
10/13/2014 23:06:07 [INFO] Added user 607600620 at position 101
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 710514836 to ClientList
10/13/2014 23:06:07 [INFO] Added user 710514836 at position 102
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 364335426 to ClientList
10/13/2014 23:06:07 [INFO] Added user 364335426 at position 103
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 202657662 to ClientList
10/13/2014 23:06:07 [INFO] Added user 202657662 at position 104
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 255627872 to ClientList
10/13/2014 23:06:07 [INFO] Added user 255627872 at position 105
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 124432752 to ClientList
10/13/2014 23:06:07 [INFO] Added user 124432752 at position 106
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 177653051 to ClientList
10/13/2014 23:06:07 [INFO] Added user 177653051 at position 107
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 825877617 to ClientList
10/13/2014 23:06:07 [INFO] Added user 825877617 at position 108
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 131463204 to ClientList
10/13/2014 23:06:07 [INFO] Added user 131463204 at position 109
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 861831543 to ClientList
10/13/2014 23:06:07 [INFO] Added user 861831543 at position 110
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 401463283 to ClientList
10/13/2014 23:06:07 [INFO] Added user 401463283 at position 111
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 741036832 to ClientList
10/13/2014 23:06:07 [INFO] Added user 741036832 at position 112
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 187211852 to ClientList
10/13/2014 23:06:07 [INFO] Added user 187211852 at position 113
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 143502851 to ClientList
10/13/2014 23:06:07 [INFO] Added user 143502851 at position 114
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 274472883 to ClientList
10/13/2014 23:06:07 [INFO] Added user 274472883 at position 115
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 858724827 to ClientList
10/13/2014 23:06:07 [INFO] Added user 858724827 at position 116
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 110642302 to ClientList
10/13/2014 23:06:07 [INFO] Added user 110642302 at position 117
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 281273116 to ClientList
10/13/2014 23:06:07 [INFO] Added user 281273116 at position 118
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 178364530 to ClientList
10/13/2014 23:06:07 [INFO] Added user 178364530 at position 119
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 710255275 to ClientList
10/13/2014 23:06:07 [INFO] Added user 710255275 at position 120
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 365454848 to ClientList
10/13/2014 23:06:07 [INFO] Added user 365454848 at position 121
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 230081055 to ClientList
10/13/2014 23:06:07 [INFO] Added user 230081055 at position 122
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 763054310 to ClientList
10/13/2014 23:06:07 [INFO] Added user 763054310 at position 123
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 220666601 to ClientList
10/13/2014 23:06:07 [INFO] Added user 220666601 at position 124
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 221538628 to ClientList
10/13/2014 23:06:07 [INFO] Added user 221538628 at position 125
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 241307353 to ClientList
10/13/2014 23:06:07 [INFO] Added user 241307353 at position 126
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 736077748 to ClientList
10/13/2014 23:06:07 [INFO] Added user 736077748 at position 127
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Client list is full, rescaling to 256 slots
10/13/2014 23:06:07 [INFO] Adding user 488457320 to ClientList
10/13/2014 23:06:07 [INFO] Added user 488457320 at position 128
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 424145337 to ClientList
10/13/2014 23:06:07 [INFO] Added user 424145337 at position 129
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 620553003 to ClientList
10/13/2014 23:06:07 [INFO] Added user 620553003 at position 130
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 612812428 to ClientList
10/13/2014 23:06:07 [INFO] Added user 612812428 at position 131
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 076445480 to ClientList
10/13/2014 23:06:07 [INFO] Added user 076445480 at position 132
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 438643186 to ClientList
10/13/2014 23:06:07 [INFO] Added user 438643186 at position 133
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 730153244 to ClientList
10/13/2014 23:06:07 [INFO] Added user 730153244 at position 134
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 215025803 to ClientList
10/13/2014 23:06:07 [INFO] Added user 215025803 at position 135
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 817541888 to ClientList
10/13/2014 23:06:07 [INFO] Added user 817541888 at position 136
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 361183884 to ClientList
10/13/2014 23:06:07 [INFO] Added user 361183884 at position 137
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 275642062 to ClientList
10/13/2014 23:06:07 [INFO] Added user 275642062 at position 138
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 617155207 to ClientList
10/13/2014 23:06:07 [INFO] Added user 617155207 at position 139
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 643512572 to ClientList
10/13/2014 23:06:07 [INFO] Added user 643512572 at position 140
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 866714180 to ClientList
10/13/2014 23:06:07 [INFO] Added user 866714180 at position 141
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 516613487 to ClientList
10/13/2014 23:06:07 [INFO] Added user 516613487 at position 142
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 076451306 to ClientList
10/13/2014 23:06:07 [INFO] Added user 076451306 at position 143
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 863145164 to ClientList
10/13/2014 23:06:07 [INFO] Added user 863145164 at position 144
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 073561451 to ClientList
10/13/2014 23:06:07 [INFO] Added user 073561451 at position 145
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 884644170 to ClientList
10/13/2014 23:06:07 [INFO] Added user 884644170 at position 146
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 677243501 to ClientList
10/13/2014 23:06:07 [INFO] Added user 677243501 at position 147
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 828461670 to ClientList
10/13/2014 23:06:07 [INFO] Added user 828461670 at position 148
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 853347762 to ClientList
10/13/2014 23:06:07 [INFO] Added user 853347762 at position 149
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 000754038 to ClientList
10/13/2014 23:06:07 [INFO] Added user 000754038 at position 150
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 507044404 to ClientList
10/13/2014 23:06:07 [INFO] Added user 507044404 at position 151
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 814348601 to ClientList
10/13/2014 23:06:07 [INFO] Added user 814348601 at position 152
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 644342001 to ClientList
10/13/2014 23:06:07 [INFO] Added user 644342001 at position 153
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 647121750 to ClientList
10/13/2014 23:06:07 [INFO] Added user 647121750 at position 154
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 225465055 to ClientList
10/13/2014 23:06:07 [INFO] Added user 225465055 at position 155
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 112428051 to ClientList
10/13/2014 23:06:07 [INFO] Added user 112428051 at position 156
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 105533073 to ClientList
10/13/2014 23:06:07 [INFO] Added user 105533073 at position 157
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 665313184 to ClientList
10/13/2014 23:06:07 [INFO] Added user 665313184 at position 158
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 748020186 to ClientList
10/13/2014 23:06:07 [INFO] Added user 748020186 at position 159
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 103366362 to ClientList
10/13/2014 23:06:07 [INFO] Added user 103366362 at position 160
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 257505842 to ClientList
10/13/2014 23:06:07 [INFO] Added user 257505842 at position 161
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 380135787 to ClientList
10/13/2014 23:06:07 [INFO] Added user 380135787 at position 162
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 176768047 to ClientList
10/13/2014 23:06:07 [INFO] Added user 176768047 at position 163
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 448366478 to ClientList
10/13/2014 23:06:07 [INFO] Added user 448366478 at position 164
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 157650032 to ClientList
10/13/2014 23:06:07 [INFO] Added user 157650032 at position 165
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 503347638 to ClientList
10/13/2014 23:06:07 [INFO] Added user 503347638 at position 166
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 331017225 to ClientList
10/13/2014 23:06:07 [INFO] Added user 331017225 at position 167
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 008755126 to ClientList
10/13/2014 23:06:07 [INFO] Added user 008755126 at position 168
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 051552667 to ClientList
10/13/2014 23:06:07 [INFO] Added user 051552667 at position 169
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 338718182 to ClientList
10/13/2014 23:06:07 [INFO] Added user 338718182 at position 170
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 873061864 to ClientList
10/13/2014 23:06:07 [INFO] Added user 873061864 at position 171
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 875162881 to ClientList
10/13/2014 23:06:07 [INFO] Added user 875162881 at position 172
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 666066453 to ClientList
10/13/2014 23:06:07 [INFO] Added user 666066453 at position 173
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 604852885 to ClientList
10/13/2014 23:06:07 [INFO] Added user 604852885 at position 174
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 545726823 to ClientList
10/13/2014 23:06:07 [INFO] Added user 545726823 at position 175
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 242606658 to ClientList
10/13/2014 23:06:07 [INFO] Added user 242606658 at position 176
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 408281855 to ClientList
10/13/2014 23:06:07 [INFO] Added user 408281855 at position 177
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 233121620 to ClientList
10/13/2014 23:06:07 [INFO] Added user 233121620 at position 178
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 316643672 to ClientList
10/13/2014 23:06:07 [INFO] Added user 316643672 at position 179
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 158023677 to ClientList
10/13/2014 23:06:07 [INFO] Added user 158023677 at position 180
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 874168238 to ClientList
10/13/2014 23:06:07 [INFO] Added user 874168238 at position 181
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 102442385 to ClientList
10/13/2014 23:06:07 [INFO] Added user 102442385 at position 182
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 761181017 to ClientList
10/13/2014 23:06:07 [INFO] Added user 761181017 at position 183
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 310724233 to ClientList
10/13/2014 23:06:07 [INFO] Added user 310724233 at position 184
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 465618752 to ClientList
10/13/2014 23:06:07 [INFO] Added user 465618752 at position 185
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 025048881 to ClientList
10/13/2014 23:06:07 [INFO] Added user 025048881 at position 186
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 246340233 to ClientList
10/13/2014 23:06:07 [INFO] Added user 246340233 at position 187
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 728231655 to ClientList
10/13/2014 23:06:07 [INFO] Added user 728231655 at position 188
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 838770155 to ClientList
10/13/2014 23:06:07 [INFO] Added user 838770155 at position 189
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 515577851 to ClientList
10/13/2014 23:06:07 [INFO] Added user 515577851 at position 190
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 441123461 to ClientList
10/13/2014 23:06:07 [INFO] Added user 441123461 at position 191
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 770207824 to ClientList
10/13/2014 23:06:07 [INFO] Added user 770207824 at position 192
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 175610641 to ClientList
10/13/2014 23:06:07 [INFO] Added user 175610641 at position 193
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 228537752 to ClientList
10/13/2014 23:06:07 [INFO] Added user 228537752 at position 194
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 286067576 to ClientList
10/13/2014 23:06:07 [INFO] Added user 286067576 at position 195
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 814156162 to ClientList
10/13/2014 23:06:07 [INFO] Added user 814156162 at position 196
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 887245114 to ClientList
10/13/2014 23:06:07 [INFO] Added user 887245114 at position 197
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 523622442 to ClientList
10/13/2014 23:06:07 [INFO] Added user 523622442 at position 198
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 454141640 to ClientList
10/13/2014 23:06:07 [INFO] Added user 454141640 at position 199
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 152780667 to ClientList
10/13/2014 23:06:07 [INFO] Added user 152780667 at position 200
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 823451783 to ClientList
10/13/2014 23:06:07 [INFO] Added user 823451783 at position 201
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 775022687 to ClientList
10/13/2014 23:06:07 [INFO] Added user 775022687 at position 202
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 167434265 to ClientList
10/13/2014 23:06:07 [INFO] Added user 167434265 at position 203
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 226672106 to ClientList
10/13/2014 23:06:07 [INFO] Added user 226672106 at position 204
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 636548464 to ClientList
10/13/2014 23:06:07 [INFO] Added user 636548464 at position 205
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 531656382 to ClientList
10/13/2014 23:06:07 [INFO] Added user 531656382 at position 206
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 256547766 to ClientList
10/13/2014 23:06:07 [INFO] Added user 256547766 at position 207
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 363074834 to ClientList
10/13/2014 23:06:07 [INFO] Added user 363074834 at position 208
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 546460473 to ClientList
10/13/2014 23:06:07 [INFO] Added user 546460473 at position 209
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 111683851 to ClientList
10/13/2014 23:06:07 [INFO] Added user 111683851 at position 210
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 255420805 to ClientList
10/13/2014 23:06:07 [INFO] Added user 255420805 at position 211
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 310502705 to ClientList
10/13/2014 23:06:07 [INFO] Added user 310502705 at position 212
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 161861331 to ClientList
10/13/2014 23:06:07 [INFO] Added user 161861331 at position 213
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 746480631 to ClientList
10/13/2014 23:06:07 [INFO] Added user 746480631 at position 214
10/13/2014 23:06:07 [INFO] Verifying clientlist size
10/13/2014 23:06:07 [INFO] Adding user 511362742 to ClientList
10/13/2014 23:06:07 [INFO] Added user 511362742 at position 215
10/13/2014 23:06:07 [INFO] Verifying clientlist size
